Text,Classificacao
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",Neutro
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",Neutro
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",Neutro
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",Neutro
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",Neutro
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",Neutro
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",Neutro
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",Neutro
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",Neutro
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",Neutro
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",Neutro
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",Neutro
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",Neutro
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",Neutro
RT @reinaldob77: Confira o placar da frequência dos deputados mineiros na Câmara - Politica - Estado de Minas https://t.co/urOgeQFlm4,Neutro
"RT @Renata62137474: I'm at Cachoeira do Brumado in Cachoeira do Brumado, Estado de Minas Gerais https://t.co/DQ4KozLoen",Neutro
"RT @Renata62137474: I'm at Cachoeira do Brumado in Cachoeira do Brumado, Estado de Minas Gerais https://t.co/HeHNpiFHZu",Neutro
RT @RicardoMRios: Agora é o Estado de Minas que dá informações sobre o convite da @chrisassun: https://t.co/4gvYi6Ok34,Neutro
"RT @ricosdelmundo: Tres Hábitos Diarios De Las Personas Más Exitosas Del Mundo 
https://t.co/BNx82wUJEF https://t.co/fCQrtAqhat",Neutro
"RT @RodrigoTroppo: @MarcosV60958142 Só lembrando que este crápula,mesmo com todo o apoio da mídia e dessas eleições controladas,NÃO VENCEU…",Neutro
RT @rogerio_sinesio: A foto não seria a dos governadores ANASTAZIA e AÉCIO? https://t.co/fUwRaRqfts via @folha_com,Neutro
"RT @RogerioCorreia_: ""Não temos mais dívida com a União"", diz Pimentel em entrevista ao EM - Politica - Estado de Minas https://t.co/HeSDl8…",Neutro
"RT @RogerioCorreia_: ""Não temos mais dívida com a União"", diz Pimentel em entrevista ao EM - Politica - Estado de Minas https://t.co/HeSDl8…",Neutro
"RT @RogerioCorreia_: ""Não temos mais dívida com a União"", diz Pimentel em entrevista ao EM - Politica - Estado de Minas https://t.co/HeSDl8…",Neutro
"RT @rtsimpsons: ""-¡Idiota! Has estado a punto de beberte un matraz de sulfúrico. 

-¿Sulfúrico, eh? Diría que soy estúpido, qué vergüenza d…",Neutro
"RT @rudigerescobar: alagran! Que J. I. Cohen no estaba también implicado en el caso de cooptacion del estado?
https://t.co/MsJloxMWmt",Neutro
"RT @rudigerescobar: alagran! Que J. I. Cohen no estaba también implicado en el caso de cooptacion del estado?
https://t.co/MsJloxMWmt",Neutro
"RT @rudigerescobar: alagran! Que J. I. Cohen no estaba también implicado en el caso de cooptacion del estado?
https://t.co/MsJloxMWmt",Neutro
"RT @saopaulo_agora: Estado de atenção para alagamentos nas zonas: Leste, Sudeste, Centro, Marginal Tietê e nas Subprefeituras de ST e MG. (…",Neutro
"RT @Sara_Herraiz: Necesito que @alex_luthor_ recupere el WiFi. Este estado de pasivo que solo da MG no lo aguanto.
#WiFiForJudas",Neutro
"RT @Sara_Herraiz: Necesito que @alex_luthor_ recupere el WiFi. Este estado de pasivo que solo da MG no lo aguanto.
#WiFiForJudas",Neutro
"RT @Sara_Herraiz: Necesito que @alex_luthor_ recupere el WiFi. Este estado de pasivo que solo da MG no lo aguanto.
#WiFiForJudas",Neutro
RT @SaudeMG: #SUS SES-MG convoca coletiva para falar da situação da #FebreAmarela no estado https://t.co/7RwhYPH1Oz https://t.co/lfICLTfvxZ,Neutro
RT @sbpaiva: Governo de Minas dá respostas à Justiça sobre calamidade financeira - Politica - Estado de Minas https://t.co/6jxqEJVYra,Neutro
RT @sbpaiva: Governo de Minas dá respostas à Justiça sobre calamidade financeira - Politica - Estado de Minas https://t.co/6jxqEJVYra,Neutro
RT @sbpaiva: Governo de Minas dá respostas à Justiça sobre calamidade financeira - Politica - Estado de Minas https://t.co/6jxqEJVYra,Neutro
"RT @sdronsh: I'm at Terminal Rodoviário Governador Israel Pinheiro - @pbhonline in Belo Horizonte, MG https://t.co/easvBV3UDx",Neutro
"RT @secminasant: La seguridad del sector minero es nuestra prioridad, @secminasant y @Corantioquia evaluan el estado actual de las minas en…",Neutro
"RT @shineshailey: El nombre del estado de brasileño ""Minas Gerais"" en el tobillo izquierdo https://t.co/4xTHtqSqMw",Neutro
RT @soeiroanita: Governador Valadares registra dois assassinatos em menos de uma hora https://t.co/7ivjhH1NJo https://t.co/EpRmvbdxXQ,Neutro
"RT @SouMoroMPFPF: @Vicente_Q_Filho @OnlyKetanAmr @c0nvey Esses R$ 21,8 Milhões NÃO poderiam ser INVESTIDOS na saúde e educação do Estado de…",Neutro
RT @SoyEberLanda: La mejor forma de apoyar a México es a través de la información y no cayendo en situaciones como las que han estado ocurr…,Neutro
"RT @sytambalejy: I'm at Big Mais in Governador Valadares, Minas Gerais w/ @tue_nunes07 @estilo2d @newrandley @andreacorreia9 https://t.co/T…",Neutro
"RT @sytambalejy: I'm at Doce Lar Feliz in Governador Valadares, Minas Gerais w/ @tue_nunes07 @andreacorreia9 @amandassantosm https://t.co/M…",Neutro
"RT @sytambalejy: I'm at Giorgio Gastrô in Governador Valadares, MG w/ @tue_nunes07 @newrandley @perpetuosocor @brenasunshine https://t.co/Y…",Neutro
"RT @sytambalejy: I'm at Pizztop in Governador Valadares, Minas Gerais w/ @tue_nunes07 @newrandley @perpetuosocor @brenasunshine https://t.c…",Neutro
"RT @sytambalejy: I'm at Rio Maia in Governador Valadares, Minas Gerais w/ @tue_nunes07 @newrandley @perpetuosocor @brenasunshine https://t.…",Neutro
"RT @sytambalejy: I'm at Salão do Samuca in Governador Valadares, MG w/ @tue_nunes07 @andreacorreia9 @amandassantosm @newrandley https://t.c…",Neutro
"RT @sytambalejy: I'm at Sorveteria da Maria in Governador Valadares, Minas Gerais w/ @andre280580 @tue_nunes07 @brenasunshine https://t.co/…",Neutro
"RT @sytambalejy: I'm at Sorveteria do molhado in Governador Valadares, Minas gerais w/ @andre280580 @tue_nunes07 @brenasunshine https://t.c…",Neutro
"RT @sytambalejy: I'm at Sorveteria do molhado in Governador Valadares, Minas gerais w/ @andre280580 @tue_nunes07 @brenasunshine https://t.c…",Neutro
"RT @sytambalejy: I'm at Sorveteria do molhado in Governador Valadares, Minas gerais w/ @andre280580 @tue_nunes07 @brenasunshine https://t.c…",Neutro
"RT @tiesregui: agradezco no haber estado en todo el día en tw. que pena ver ""su bardo"" por un mg",Neutro
"RT @tiesregui: agradezco no haber estado en todo el día en tw. que pena ver ""su bardo"" por un mg",Neutro
RT @Tom_brz: Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/HmNlkuBNI9,Neutro
RT @Tom_brz: Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/HmNlkuBNI9,Neutro
RT @Tom_brz: Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/HmNlkuBNI9,Neutro
RT @Tom_brz: Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/HmNlkuBNI9,Neutro
RT @Tom_brz: Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/HmNlkuBNI9,Neutro
RT @tovaga: Crime organizado é disputado por 27 facções no País - Nacional - Estado de Minas https://t.co/XaOFh9qlhZ,Neutro
RT @tovaga: Crime organizado é disputado por 27 facções no País - Nacional - Estado de Minas https://t.co/XaOFh9qlhZ,Neutro
RT @tovaga: Crime organizado é disputado por 27 facções no País - Nacional - Estado de Minas https://t.co/XaOFh9qlhZ,Neutro
RT @tovaga: Crime organizado é disputado por 27 facções no País - Nacional - Estado de Minas https://t.co/XaOFh9qlhZ,Neutro
RT @tovaga: Nova rebelião em cadeia pública de Manaus deixa ao menos três mortos - Nacional - Estado de Minas https://t.co/z4FKgikbuh,Neutro
"RT @trafficGUAYANA: via @jcmenoni:  Tenía + d 1 año q no entraba al otrora Makro, sentimientos encontrados al verlo en tal estado https://t…",Neutro
"RT @TransitoBH: Para não perder clientes, motoristas de táxi-lotação se recusam a aumentar tarifa - Gerais - Estado de Minas https://t.co/L…",Neutro
"RT @TransitoBH: PRF flagra mais de 1,2 mil motoristas acima da velocidade em um dia na BR-040 - Gerais - Estado de Minas https://t.co/SiXp1…",Neutro
"RT @TransitoBH: PRF flagra mais de 1,2 mil motoristas acima da velocidade em um dia na BR-040 - Gerais - Estado de Minas https://t.co/SiXp1…",Neutro
"RT @TransitoBH: PRF flagra mais de 1,2 mil motoristas acima da velocidade em um dia na BR-040 - Gerais - Estado de Minas https://t.co/SiXp1…",Neutro
"RT @TransitoSampaSP: Estado de atenção para escorregamento nas subprefeituras: BT, CL, JA, PR, PJ e MG. (Def. Civil) #spagora (@saopaulo_ag…",Neutro
"RT @tue_nunes07: I'm at Bairro Jardim Perola in Governador Valadares, MG w/ @sytambalejy https://t.co/4sng8f21iz",Neutro
"RT @tue_nunes07: I'm at Lagoa Do Perola in Governador Valadares, Minas Gerais https://t.co/Sr4HaNk5QQ",Neutro
"RT @tue_nunes07: I'm at Lucra Cadastros e Serviços Ltda in Governador Valadares, Minas Gerais w/ @sytambalejy @newrandley https://t.co/MqDT…",Neutro
"RT @tue_nunes07: I'm at Posto Da Polícia Militar Do Bairro Fraternidade in Governador Valadares, Minas Gerais w/ @lawrenlayne https://t.co/…",Neutro
"RT @tumaoficial: A disputa entre as facções q estão nos presídios e as q estão no governo, p ver quem enterra o país primeiro está disputad…",Neutro
"RT @tumaoficial: Governo só pensa em por preso nas ruas para resolver o problema nos presídios, que aliás, ele mesmo criou! https://t.co/sK…",Neutro
RT @tvglobominas: Prefeito de Ribeirão das Neves decreta estado de calamidade financeira https://t.co/YP6eJJ65ab https://t.co/mXO6mbq8aT,Neutro
"RT @UOL: Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/ocxmenitgm",Neutro
"RT @UOL: Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/ocxmenitgm",Neutro
"RT @UOL: Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/ocxmenitgm",Neutro
"RT @UOLNoticias: Com reforma, 4 milhões de pensionistas poderão ganhar menos que um salário mínimo https://t.co/kc22M5Hrbn",Neutro
"RT @UOLNoticias: Com reforma, 4 milhões de pensionistas poderão ganhar menos que um salário mínimo https://t.co/kc22M5Hrbn",Neutro
"RT @UOLNoticias: Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/5a6xqLHJZm",Neutro
"RT @UOLNoticias: Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/5a6xqLHJZm",Neutro
"RT @UOLNoticias: Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/5a6xqLHJZm",Neutro
"RT @UOLNoticias: Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/5a6xqLHJZm",Neutro
"RT @UOLNoticias: Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/5a6xqLHJZm",Neutro
"RT @UOLNoticias: Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/5a6xqLHJZm",Neutro
"RT @UOLNoticias: Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/5a6xqLHJZm",Neutro
"RT @Username_locked: Le gustaras a mas personas por como te ves, que por como piensas, por eso una publicación de Instagram tiene mas mg qu…",Neutro
"RT @Username_locked: Le gustaras a mas personas por como te ves, que por como piensas, por eso una publicación de Instagram tiene mas mg qu…",Neutro
"RT @Username_locked: Le gustaras a mas personas por como te ves, que por como piensas, por eso una publicación de Instagram tiene mas mg qu…",Neutro
"RT @Username_locked: Le gustaras a mas personas por como te ves, que por como piensas, por eso una publicación de Instagram tiene mas mg qu…",Neutro
"RT @Username_locked: Le gustaras a mas personas por como te ves, que por como piensas, por eso una publicación de Instagram tiene mas mg qu…",Neutro
RT @ViaFranciara: @pauloralin professor mande um abraço pra turma de Governador Valadares! MG,Neutro
RT @VieiraBazilio: desertor do Exército da Coreia do Norte fala ao EM sobre o regime imposto no país - Internacional - Estado de Minas http…,Neutro
RT @VieiraBazilio: desertor do Exército da Coreia do Norte fala ao EM sobre o regime imposto no país - Internacional - Estado de Minas http…,Neutro
RT @VinnyLuciano22: Chga ao fim ano marcado pela crise política rcessão econômica e luto nas artes e no esporte-Politica-Estado de Minas ht…,Neutro
RT @VinnyLuciano22: Chga ao fim ano marcado pela crise política rcessão econômica e luto nas artes e no esporte-Politica-Estado de Minas ht…,Neutro
RT @VinnyLuciano22: Esperança por emprego leva dezenas ao Sine no primeiro dia do ano - Economia - Estado de Minas https://t.co/LhyICK6OI8,Neutro
RT @VinnyLuciano22: Esperança por emprego leva dezenas ao Sine no primeiro dia do ano - Economia - Estado de Minas https://t.co/LhyICK6OI8,Neutro
RT @VinnyLuciano22: Minas registra sete carros roubados ou furtados por hora em 2016 - Gerais - Estado de Minas https://t.co/VdESVcNiGp,Neutro
RT @VinnyLuciano22: Minas registra sete carros roubados ou furtados por hora em 2016 - Gerais - Estado de Minas https://t.co/VdESVcNiGp,Neutro
RT @VinnyLuciano22: Passagem de ônibus em BH fica mais cara a partir de amanhã - Gerais - Estado de Minas https://t.co/s0IT9AW8cW,Neutro
RT @VinnyLuciano22: Passagem de ônibus em BH fica mais cara a partir de amanhã - Gerais - Estado de Minas https://t.co/s0IT9AW8cW,Neutro
RT @VinnyLuciano22: Preso um dos assassinos de empresário em Montes Claros - Gerais - Estado de Minas https://t.co/J7a0UWI4Lx,Neutro
RT @VinnyLuciano22: Preso um dos assassinos de empresário em Montes Claros - Gerais - Estado de Minas https://t.co/J7a0UWI4Lx,Neutro
RT @VinnyLuciano22: Primeira segunda-feira do ano é de tempo ensolarado em BH - Gerais - Estado de Minas https://t.co/IzWRKOFvgA,Neutro
RT @VinnyLuciano22: Primeira segunda-feira do ano é de tempo ensolarado em BH - Gerais - Estado de Minas https://t.co/IzWRKOFvgA,Neutro
RT @VinnyLuciano22: Três homens são presos por roubar comércios de Ibirité - Gerais - Estado de Minas https://t.co/0FiUADAja9,Neutro
RT @VinnyLuciano22: Três homens são presos por roubar comércios de Ibirité - Gerais - Estado de Minas https://t.co/0FiUADAja9,Neutro
"RT @VinnyLuciano22: Turquia identifica autor de atentado, informa TV estatal - Internacional - Estado de Minas https://t.co/yOyYomkZcR",Neutro
"RT @VinnyLuciano22: Turquia identifica autor de atentado, informa TV estatal - Internacional - Estado de Minas https://t.co/yOyYomkZcR",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",Neutro
"RT @Whackybus: Panelas? Alguém?
Petrobras aumenta preço do diesel nas refinarias em 6,1% em média - Economia - Estado de Minas https://t.co…",Neutro
"RT @Whackybus: Panelas? Alguém?
Petrobras aumenta preço do diesel nas refinarias em 6,1% em média - Economia - Estado de Minas https://t.co…",Neutro
RT @Wudson_: https://t.co/CTQu58FEkg …https://t.co/LozJadnu6y https://t.co/fkRRnrO5ou  #ForaRenanCalheiros https://t.co/t3v6KXLLma,Neutro
"RT @xandalquadros: Com seis casos confirmados, Diamantina tem surto de malária - Gerais - Estado de Minas https://t.co/2Sg4mswHqv",Neutro
"RT @xandao_007: ""Polícia Federal acaba de divulgar que encontrou provas no apartamento do Lula, mas só até a 4ª série."" Jornal Estado de Mi…",Neutro
RT @XSalaimartin: España: País donde el Consejo d Estado responsabiliza d accidente mortal a ex-ministro. Éste dimite y retoma su puesto en…,Neutro
"RT @yamadactbageo: Antes que apareçam desinformados me perguntando, o Governo não vai e nem pode vender o Aquífero Guarani https://t.co/zQi…",Neutro
"RT @yelitzaespino16: @DonaMed_VE necesito con urgencia CARVEDIDOL de 12.5 mg, para paciente renal.. Nos encontramos en el Estado MERIDA",Neutro
RT brunoboghossian: Cármen deve julgar nos próximos dias reclamação do governo de MG sobre bloqueio de contas do E… https://t.co/pwaey3gjE8,Neutro
RT marlidzdz59: Eduardo Cunha pede ao STF a anulação da cassação na Câmara - Politica - Estado de Minas https://t.co/2YMKxUbjEK,Neutro
"Rumo a Governador Valadares / MG 
Amo Viajar De Trem �❤ https://t.co/eBpkABGQXX",Neutro
"Rússia interferiu nas eleições, diz Inteligência dos EUA - Estado de Minas https://t.co/fMujN8bkwO",Neutro
"Rússia interferiu nas eleições, diz Inteligência dos EUA - Estado de Minas https://t.co/gPCUe1dq0X #notícias https://t.co/M5DkjWRFFB",Neutro
"SAFADO, SEM VERGONHA, DELINQUENTE! https://t.co/PtT1sdj44A",Neutro
"Sai camilaaaaaaa (@ Ortec in Governador Valadares, Minas Gerais) https://t.co/akvqUkyYdp",Neutro
"São Paulo - O governador de Minas Gerais, Fernando Pimentel (PT), lançou nota nesta quarta-feira, 4, afirmando... https://t.co/qUzMCUcR5n",Neutro
"Saudade 0 (@ Tribunal de Justiça do Estado de Minas Gerais (TJMG) in Belo Horizonte, MG) https://t.co/8VCxS7OXhs",Neutro
Saúde mantém estado de atenção e investiga casos de febre amarela em MG https://t.co/0BTFBFr2BC,Neutro
Saúde mantém estado de atenção e investiga casos de febre amarela em Minas https://t.co/Hj19QUSbkx #geral,Neutro
Saúde mantém estado de atenção e investiga casos de febre amarela em Minas https://t.co/IVDeZFHX9G https://t.co/fgTDaQ8T4S,Neutro
Saúde mantém estado de atenção e investiga casos de febre amarela https://t.co/dEoQvLjhwv https://t.co/J4n3A3Zv7g,Neutro
Saúde mantém estado de atenção e investiga casos de febre amarela https://t.co/wmJga8TvAJ #MinasGerais https://t.co/QUAVG8IBRw,Neutro
Saúde mantém estado de atenção e investiga casos de febre amarela https://t.co/gIz3eAtu89 https://t.co/20E5EJffFL,Neutro
"Se estiverem em mau estado podem prejudicar tanto o motorista quanto outras peças do veículo, uma vez que... https://t.co/sOxG3bMeNd",Neutro
"'Se tem excessos, vamos corrigir', afirma Maia sobre Reforma da Previdência - Estado de Minas… https://t.co/xpc6sy9b8N",Neutro
"Sebrae: 285 mil empresas do Simples parcelaram débitos, 49% das notificadas - Economia - Estado de Minas https://t.co/QtCQ5u9s4A",Neutro
Secretaria de Estado de Saúde alerta para surto de malária em Diamantina https://t.co/YRfAHyursR,Neutro
Secretaria de Governo de Minas orienta novos prefeitos sobre cadastro e sistema de convênios https://t.co/ed7nWkCzaw,Neutro
Secretaria de Governo de Minas orienta novos prefeitos sobre cadastro e sistema de convênios https://t.co/Io3sa1Xf32,Neutro
"Secretaria de Governo do Estado de Minas Gerais orienta novos prefeitos sobre cadastro e sistema de convênios
https://t.co/OOPZIj8AHC",Neutro
Secretaria de Governo orienta novos prefeitos sobre cadastro e sistema de convênios https://t.co/DdLHvjgg9n,Neutro
Secretaria de Saúde de Minas mantém estado de atenção e investiga casos de febre amarela https://t.co/oE7wLPsAw0,Neutro
Secretário de Roraima diz que governo federal repassa 'mixaria' a presídios estaduais - Nacional - Estado de Minas https://t.co/B31qIv6Evn,Neutro
Secretário de Roraima diz que governo federal repassa 'mixaria' a presídios estaduais - Nacional - Estado de Minas https://t.co/SE3d7soneA,Neutro
Secretário deixa cargo no governo Temer após defender chacinas - Politica - Estado de Minas https://t.co/LWHDQQgXII,Neutro
Secretário deixa cargo no governo Temer após defender chacinas - Politica - Estado de Minas https://t.co/Lxkws5iHKk,Neutro
Segue o impasse quanto aos depósitos judiciais. https://t.co/dLrogDkwIW,Neutro
"Segundo a Defesa Civil de MG, 665 casas foram danificadas em todo o estado e 61 foram destruídas com o período de... https://t.co/b24dktkOW8",Neutro
"Sem caráter,  pulha safado...e o povo q se foda... https://t.co/HryuDslJWI",Neutro
"Sem consenso, projeto que aumenta tempo de prisão dos condenados patina no Senado - Politica - Estado de Minas https://t.co/ezu6WMhY45",Neutro
Semanário francês Charlie Hebdo resiste dois anos após atentado - Estado de Minas https://t.co/sAh0P3A5Gr #notícias https://t.co/ClI3pTipOA,Neutro
Semanário francês Charlie Hebdo resiste dois anos após atentado – Estado de Minas: UOL… https://t.co/rHnDj7I1Y3,Neutro
Senado pode aumentar pena para crime de maus-tratos contra animais - Politica - Estado de Minas https://t.co/CCBx6sEmJA,Neutro
"Senhores editores do ""Estado de Minas"" Não plantem desordem e pânico.  Aqui em MG a coisa é diferente! 
   Bandido… https://t.co/dFWsiniqEI",Neutro
"Será que esta faltando transporte? 
Será que o formato da embalagem é uma coxinha? https://t.co/c13ZRptyNl",Neutro
Serviço de táxi aéreo do Estado de MG... Advinha quem paga? Canalhice tinha que ter limite... https://t.co/29vVOvYZEE,Neutro
Sesc está com inscrições abertas para cursos em todo o Estado: https://t.co/b1ylXhVpy9 https://t.co/WPokYQt3tc,Neutro
SES-MG mantém estado de atenção e investiga casos de febre amarela - https://t.co/3Eu7li761v,Neutro
SES-MG mantém estado de atenção e investiga casos de febre amarela https://t.co/Y6wNpkBVYZ #ANV https://t.co/GfAjvUWR1k,Neutro
